activity_description_id,activity_detail_id,activity_detail_name,activity_type_id,cluster_id
hand_washing_facilities_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),hygiene,wash
disinfection_common_places_chlorine,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),hygiene,wash
assessment_wash_school,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),assessment,wash
hygiene_promotion_health_facilities,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),hygiene,wash
assessment_wash_health_facility,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),assessment,wash
evaluation_baseline,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
assessment_wash_community,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),assessment,wash
evaluation_endline,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_pdm,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_results_monitoring,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_fgd,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_kap,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_kii,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_csi,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_crm,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),evaluation,wash
gbv_risk_discussion_with_female_before_assistance,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
covid-19_mitigation_measures_in_placed,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
using_the_wash_gbv_checklist,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
assistance_through_voucher_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),cash_voucher,wash
family_water_kit_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_supplies,wash
family_hygiene_kits_distributed,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_supplies,wash
wash_package_kit_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_supplies,wash
assistance_through_cash_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),cash_voucher,wash
psea_focal_points_available,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_psea,wash
hand_dug_well_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
borehole_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
borehole_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
hand_dug_well_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
piped_water_network_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
rainwater_system_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
rainwater_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
shallow_well_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
shallow_well_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
piped_water_network_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
reverse_osmosis_system_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
reverse_osmosis_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
gravity_fed_water_system_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
solar_pumping_system_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
solar_pumping_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
gravity_fed_water_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_kiosk_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
piped_extension,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_quality_testing,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_supply_community_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_supply_health_facility_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_kiosk_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_tank_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_supply_community_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_supply_health_facility_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_supply_school_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_tank_rehab,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_tankering,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_supply_school_new,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
education_water,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_treatment,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
water_filtration,response_drought_life_saving,Drought Response (Life Saving Response),water,wash
latrine_stalls_communal_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_household_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_school_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_school_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_household_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_desludged,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_communal_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_stalls_decommissioned,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
latrine_cleaning_kit,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
sewer_line_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
septic_tank_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
septic_tank_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
solid_waste_management,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
sewer_line_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
education_vector_control_awareness,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
drainage_provision,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
washing_facilities_rehab,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
education_hygiene_promotion_household_community,response_drought_life_saving,Drought Response (Life Saving Response),hygiene,wash
washing_facilities_new,response_drought_life_saving,Drought Response (Life Saving Response),sanitation,wash
hygiene_promotion_health_facilities,response_drought_life_saving,Drought Response (Life Saving Response),hygiene,wash
hand_washing_facilities_new,response_drought_life_saving,Drought Response (Life Saving Response),hygiene,wash
hand_washing_facilities_rehab,response_drought_life_saving,Drought Response (Life Saving Response),hygiene,wash
education_hygiene_promotion_school,response_drought_life_saving,Drought Response (Life Saving Response),hygiene,wash
assessment_wash_school,response_drought_life_saving,Drought Response (Life Saving Response),assessment,wash
assessment_wash_health_facility,response_drought_life_saving,Drought Response (Life Saving Response),assessment,wash
assessment_wash_community,response_drought_life_saving,Drought Response (Life Saving Response),assessment,wash
evaluation_baseline,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
evaluation_endline,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
evaluation_pdm,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
evaluation_crm,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
disinfection_common_places_chlorine,response_drought_life_saving,Drought Response (Life Saving Response),hygiene,wash
evaluation_results_monitoring,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
evaluation_fgd,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
evaluation_kap,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
evaluation_kii,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
using_the_wash_gbv_checklist,response_drought_life_saving,Drought Response (Life Saving Response),wash_gbv_mitigation,wash
gbv_risk_discussion_with_female_before_assistance,response_drought_life_saving,Drought Response (Life Saving Response),wash_gbv_mitigation,wash
evaluation_csi,response_drought_life_saving,Drought Response (Life Saving Response),evaluation,wash
receipt_for_technical_quality_assurance_by_the_authorities,response_drought_life_saving,Drought Response (Life Saving Response),accountability_quality_assurance,wash
assistance_through_cash_distribution,response_drought_life_saving,Drought Response (Life Saving Response),cash_voucher,wash
assistance_through_voucher_distribution,response_drought_life_saving,Drought Response (Life Saving Response),cash_voucher,wash
covid-19_mitigation_measures_in_placed,response_drought_life_saving,Drought Response (Life Saving Response),accountability_quality_assurance,wash
family_water_kit_distribution,response_drought_life_saving,Drought Response (Life Saving Response),wash_supplies,wash
family_hygiene_kits_distributed,response_drought_life_saving,Drought Response (Life Saving Response),wash_supplies,wash
wash_package_kit_distribution,response_drought_life_saving,Drought Response (Life Saving Response),wash_supplies,wash
hand_dug_well_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
hand_dug_well_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
borehole_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
borehole_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
psea_focal_points_available,response_drought_life_saving,Drought Response (Life Saving Response),wash_psea,wash
piped_water_network_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
rainwater_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
rainwater_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
shallow_well_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
shallow_well_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
piped_water_network_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
solar_pumping_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
solar_pumping_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_kiosk_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_kiosk_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
piped_extension,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_supply_community_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_supply_school_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_quality_testing,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_supply_community_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_supply_school_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_tank_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_tankering,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
education_water,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_tank_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_treatment,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
water_filtration,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),water,wash
latrine_stalls_communal_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_communal_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_desludged,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_decommissioned,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
latrine_cleaning_kit,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
septic_tank_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
septic_tank_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
sewer_line_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
solid_waste_management,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
drainage_provision,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
education_vector_control_awareness,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
sewer_line_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
washing_facilities_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
education_hygiene_promotion_household_community,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),hygiene,wash
education_hygiene_promotion_school,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),hygiene,wash
washing_facilities_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),sanitation,wash
hand_washing_facilities_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),hygiene,wash
hand_washing_facilities_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),hygiene,wash
disinfection_common_places_chlorine,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),hygiene,wash
assessment_wash_school,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),assessment,wash
assessment_wash_health_facility,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),assessment,wash
hygiene_promotion_health_facilities,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),hygiene,wash
assessment_wash_community,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),assessment,wash
evaluation_baseline,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_endline,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_pdm,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_crm,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_results_monitoring,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_kap,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_kii,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_csi,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_fgd,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),evaluation,wash
gbv_risk_discussion_with_female_before_assistance,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
covid-19_mitigation_measures_in_placed,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
assistance_through_cash_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),cash_voucher,wash
using_the_wash_gbv_checklist,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
assistance_through_voucher_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),cash_voucher,wash
family_water_kit_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_supplies,wash
family_hygiene_kits_distributed,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_supplies,wash
psea_focal_points_available,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_psea,wash
hand_dug_well_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
hand_dug_well_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
wash_package_kit_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_supplies,wash
borehole_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
piped_water_network_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
piped_water_network_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
rainwater_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
rainwater_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
shallow_well_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
shallow_well_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
reverse_osmosis_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
reverse_osmosis_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
gravity_fed_water_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
solar_pumping_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
gravity_fed_water_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
solar_pumping_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
piped_extension,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_kiosk_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_kiosk_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_quality_testing,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_supply_community_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_supply_health_facility_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
borehole_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_supply_school_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_supply_community_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_supply_health_facility_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_supply_school_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_tank_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_tankering,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_tank_new,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
education_water,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_treatment,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
water_filtration,response_cholera_life_saving,Cholera Response (Life Saving Response),water,wash
latrine_stalls_communal_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_household_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_school_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_school_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_household_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_communal_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_desludged,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_decommissioned,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_cleaning_kit,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
septic_tank_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
sewer_line_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
septic_tank_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
sewer_line_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
solid_waste_management,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
drainage_provision,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
washing_facilities_new,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
washing_facilities_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
education_vector_control_awareness,response_cholera_life_saving,Cholera Response (Life Saving Response),sanitation,wash
education_hygiene_promotion_school,response_cholera_life_saving,Cholera Response (Life Saving Response),hygiene,wash
hygiene_promotion_health_facilities,response_cholera_life_saving,Cholera Response (Life Saving Response),hygiene,wash
hand_washing_facilities_new,response_cholera_life_saving,Cholera Response (Life Saving Response),hygiene,wash
hand_washing_facilities_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response),hygiene,wash
education_hygiene_promotion_household_community,response_cholera_life_saving,Cholera Response (Life Saving Response),hygiene,wash
assessment_wash_school,response_cholera_life_saving,Cholera Response (Life Saving Response),assessment,wash
assessment_wash_health_facility,response_cholera_life_saving,Cholera Response (Life Saving Response),assessment,wash
assessment_wash_community,response_cholera_life_saving,Cholera Response (Life Saving Response),assessment,wash
evaluation_baseline,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_endline,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_pdm,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_crm,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_results_monitoring,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_fgd,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_kap,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
evaluation_kii,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
disinfection_common_places_chlorine,response_cholera_life_saving,Cholera Response (Life Saving Response),hygiene,wash
using_the_wash_gbv_checklist,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_gbv_mitigation,wash
gbv_risk_discussion_with_female_before_assistance,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_gbv_mitigation,wash
covid-19_mitigation_measures_in_placed,response_cholera_life_saving,Cholera Response (Life Saving Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,response_cholera_life_saving,Cholera Response (Life Saving Response),accountability_quality_assurance,wash
evaluation_csi,response_cholera_life_saving,Cholera Response (Life Saving Response),evaluation,wash
assistance_through_voucher_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response),cash_voucher,wash
family_water_kit_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_supplies,wash
family_hygiene_kits_distributed,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_supplies,wash
wash_package_kit_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_supplies,wash
assistance_through_cash_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response),cash_voucher,wash
hand_dug_well_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
hand_dug_well_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
psea_focal_points_available,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_psea,wash
borehole_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
borehole_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
piped_water_network_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
rainwater_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
rainwater_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
piped_water_network_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
shallow_well_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
shallow_well_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
solar_pumping_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
piped_extension,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_kiosk_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_kiosk_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_quality_testing,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
solar_pumping_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_supply_community_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_supply_school_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_tank_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_supply_community_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_tank_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_supply_school_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
education_water,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_tankering,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
water_filtration,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
latrine_stalls_communal_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
water_treatment,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),water,wash
latrine_stalls_household_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_communal_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
