activity_description_id,indicator_id,indicator_name
entrega_de_kits_de_higiene_,número_de_hombres_mujeres_niñas_y_niños_beneficiados_con_el_desarrollo_de_estrategias_para_el_mejoramiento_de_la_higiene_con_enfoque_étnico_y_de_género_que_contempla_el_acceso_a_elementos_de_higiene_familiar.,"Número de hombres, mujeres, niñas y niños beneficiados con el desarrollo de estrategias para el mejoramiento de la higiene con enfoque étnico y de género, que contempla el acceso a elementos de higiene familiar."
promoción_capacitación_en_prácticas_de_higiene_,número_de_hombres_mujeres_niñas_y_niños_beneficiados_con_el_desarrollo_de_estrategias_para_el_mejoramiento_de_la_higiene_con_enfoque_étnico_y_de_género_que_contempla_el_acceso_a_elementos_de_higiene_familiar.,"Número de hombres, mujeres, niñas y niños beneficiados con el desarrollo de estrategias para el mejoramiento de la higiene con enfoque étnico y de género, que contempla el acceso a elementos de higiene familiar."
entrega_de_elementos_para_prevención_las_enfermedades_transmitidas_por_vectores,número_de_hombres_mujeres_niñas_y_niños_que_han_adoptado_medidas_apropiadas_para_protegerse_frente_a_enfermedades_transmitidas_por_vectores._,"Número de hombres, mujeres, niñas y niños que han adoptado medidas apropiadas para protegerse frente a enfermedades transmitidas por vectores. "
instalación_mejoramiento_de_lavamanos_funcionales_,número_de_trabajadores_de_la_salud_pacientes_y_visitantes_que_disponen_de_un_lavamanos_con_agua_y_jabón_en_los_centros_de_salud,"Número de trabajadores de la salud, pacientes y visitantes que disponen de un lavamanos con agua y jabón en los centros de salud"
promoción_capacitación_para_la_prevención_de_las_enfermedades_transmitidas_por_vectores_,número_de_hombres_mujeres_niñas_y_niños_que_han_adoptado_medidas_apropiadas_para_protegerse_frente_a_enfermedades_transmitidas_por_vectores._,"Número de hombres, mujeres, niñas y niños que han adoptado medidas apropiadas para protegerse frente a enfermedades transmitidas por vectores. "
entrega_de_elementos_para_el_lavado_de_manos,número_de_trabajadores_de_la_salud_pacientes_y_visitantes_que_disponen_de_un_lavamanos_con_agua_y_jabón_en_los_centros_de_salud,"Número de trabajadores de la salud, pacientes y visitantes que disponen de un lavamanos con agua y jabón en los centros de salud"
realización_de_evaluación_de_necesidades_en_alojamientos,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
coordinación_con_autoridades_de_gobierno_en_alojamientos_temporales,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
proyecto_cuenta_con_sistema_de_rendición_de_cuentas,número_de_personas_que_son_beneficiadas_proyectos_wash_que_cuentan_con_un_sistema_de_gestión_para_la_rendición_de_cuentas.,Número de personas que son beneficiadas proyectos WASH que cuentan con un sistema de gestión para la rendición de cuentas.
entrega_de_artículos_no_alimentarios_,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
construcción_de_alojamientos_temporales,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
mejoramiento_y_adecuación_de_alojamientos_temporales,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
dotación_de_alojamientos_temporales,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
realización_de_talleres_en_manejo_de_alojamientos_temporales_para_actores_clave,"#_de_actores_clave_(gobierno,_ELC,_GIFMM,_sociedad_civil)_con_competencias_fortalecidas_para_el_manejo_(coordinación_y_gestión)_de_Alojamientos_Temporales_y_VBG.","# de actores clave (gobierno, ELC, GIFMM, sociedad civil) con competencias fortalecidas para el manejo (coordinación y gestión) de Alojamientos Temporales y VBG."
contribución_para_soluciones_alternativas_de_alojamiento_temporal_arriendo_hoteles,"#_de_personas_beneficiadas_por_las_acciones_en_materia_de_Alojamientos_Temporales/Albergues_(desagregadas_por_sexo,_edad_y_etnia).","# de personas beneficiadas por las acciones en materia de Alojamientos Temporales/Albergues (desagregadas por sexo, edad y etnia)."
realización_de_talleres_en_manejo_de_alojamientos_temporales_para_gestores_de_alojamientos,"#_de_actores_clave_(gobierno,_ELC,_GIFMM,_sociedad_civil)_con_competencias_fortalecidas_para_el_manejo_(coordinación_y_gestión)_de_Alojamientos_Temporales_y_VBG.","# de actores clave (gobierno, ELC, GIFMM, sociedad civil) con competencias fortalecidas para el manejo (coordinación y gestión) de Alojamientos Temporales y VBG."
coordinación_con_autoridades_de_gobierno_en_albergues,"#_de_personas_beneficiadas_por_soluciones_de_alojamiento,_instalaciones_educativas_e_infraestructura_comunitaria_transicionales/permanentes_(desagregadas_por_situación_de_desplazamiento,_sexo,_edad_y_etnia)._","# de personas beneficiadas por soluciones de alojamiento, instalaciones educativas e infraestructura comunitaria transicionales/permanentes (desagregadas por situación de desplazamiento, sexo, edad y etnia)."
realización_de_evaluación_de_necesidades_en_albergues,"#_de_personas_beneficiadas_por_soluciones_de_alojamiento,_instalaciones_educativas_e_infraestructura_comunitaria_transicionales/permanentes_(desagregadas_por_situación_de_desplazamiento,_sexo,_edad_y_etnia)._","# de personas beneficiadas por soluciones de alojamiento, instalaciones educativas e infraestructura comunitaria transicionales/permanentes (desagregadas por situación de desplazamiento, sexo, edad y etnia)."
realización_de_talleres_para_la_cohesión_entre_personas_afectadas_por_el_conflicto_y_comunidad_de_acogida,"#_de_personas_beneficiadas_por_soluciones_de_alojamiento,_instalaciones_educativas_e_infraestructura_comunitaria_transicionales/permanentes_(desagregadas_por_situación_de_desplazamiento,_sexo,_edad_y_etnia)._","# de personas beneficiadas por soluciones de alojamiento, instalaciones educativas e infraestructura comunitaria transicionales/permanentes (desagregadas por situación de desplazamiento, sexo, edad y etnia)."
intervención_en_infraestructura_transicional_permanente_construidas,"#_de_personas_beneficiadas_por_soluciones_de_alojamiento,_instalaciones_educativas_e_infraestructura_comunitaria_transicionales/permanentes_(desagregadas_por_situación_de_desplazamiento,_sexo,_edad_y_etnia)._","# de personas beneficiadas por soluciones de alojamiento, instalaciones educativas e infraestructura comunitaria transicionales/permanentes (desagregadas por situación de desplazamiento, sexo, edad y etnia)."
entrega_de_kits_de_herramientas_,"#_de_personas_beneficiadas_por_soluciones_de_alojamiento,_instalaciones_educativas_e_infraestructura_comunitaria_transicionales/permanentes_(desagregadas_por_situación_de_desplazamiento,_sexo,_edad_y_etnia)._","# de personas beneficiadas por soluciones de alojamiento, instalaciones educativas e infraestructura comunitaria transicionales/permanentes (desagregadas por situación de desplazamiento, sexo, edad y etnia)."
intervención_en_infraestructura_transicional_permanente_adecuadas,"#_de_personas_beneficiadas_por_soluciones_de_alojamiento,_instalaciones_educativas_e_infraestructura_comunitaria_transicionales/permanentes_(desagregadas_por_situación_de_desplazamiento,_sexo,_edad_y_etnia)._","# de personas beneficiadas por soluciones de alojamiento, instalaciones educativas e infraestructura comunitaria transicionales/permanentes (desagregadas por situación de desplazamiento, sexo, edad y etnia)."
n_a_descripción,n_a_indicador,N/A Indicador
entrega_de_kits_de_higiene_y_de_higiene_menstrual_o_efectivo_entregados,#_de_kits_de_higiene_y_de_higiene_menstrual_o_efectivo_entregados,# de kits de higiene y de higiene menstrual o efectivo entregados
entrega_de_maleta_o_kit_pedagógico_para_docentes,#_de_maletas_o_kits_pedagógicos_entregados_a_docentes,# de maletas o kits pedagógicos entregados a docentes
entrega_de_kits_escolares,#_de_kits_escolares_o_efectivo_entregados,# de kits escolares o efectivo entregados
mobiliario_educativo_en_el_aula,#_de_mobiliarios_entregados,# de mobiliarios entregados
construcción_y_rehabilitación_de_aulas,#_de_espacios_educativos_protectores_adecuados_#_personas_de_la_comunidad_educativa_formados_en_e&e,"# de espacios educativos protectores adecuados, # personas de la comunidad educativa formados en E&E"
entrega_de_recursos_para_aprender_bibliotecas_módulos_colecciones_de_aula,#_de_recursos_para_aprender_entregados,# de recursos para aprender entregados
modelos_educativos_flexibles,#nnaj_que_acceden_a_aula_regular_o_mef_#_nnaj_que_permanecen_después_de_la_emergencia_#_personas_de_la_comunidad_educativa_formados_en_e&e,"#NNAJ que acceden a aula regular o MEF, # NNAJ que permanecen después de la emergencia, # personas de la comunidad educativa formados en E&E"
gestión_de_matrículas,#_de_matriculas_gestionadas,# de matriculas gestionadas
aula_temporal,#_de_espacios_educativos_protectores_adecuados_#_personas_de_la_comunidad_educativa_formados_en_e&e,"# de espacios educativos protectores adecuados, # personas de la comunidad educativa formados en E&E"
refuerzos,#_personas_de_la_comunidad_educativa_formados_en_e&e,# personas de la comunidad educativa formados en E&E
planes_de_preparación_para_emergencia,#_de_etc_implementando_planes_de_preparación_para_emergencias,# de ETC implementando planes de preparación para emergencias
acompañamiento_socioemocional,#nnaj_que_reciben_atención_psicosocial,#NNAJ que reciben atención psicosocial
desarrollo_de_planes_de_gestión_del_riesgo,#_de_ie_implementando_planes_escolares_para_la_gestión_del_riesgo_#_de_personas_de_la_comunidad_educativa_capacitada_en_los_talleres_#_de_talleres_integrando_enfoque_diferencial_realizados,"# de IE implementando planes escolares para la gestión del riesgo, # de personas de la comunidad educativa capacitada en los talleres, # de talleres integrando enfoque diferencial realizados"
formación_docente_,#_de_docentes_capacitados_#_talleres_realizados,"# de docentes capacitados, # talleres realizados"
formación_a_líderes_y_familias,#_de_nna_que_participan_en_los_talleres_a_líderes_y_familias_#_de_talleres_realizados,"# de NNA que participan en los talleres a líderes y familias, # de talleres realizados"
fortalecimiento_de_rutas_de_protección,%_de_casos_reportados__%_de_ie_que_activan_rutas_de_protección,% de casos reportados/ % de IE que activan rutas de protección
formación_a_entidades_territoriales,#_de_entidades_territoriales_#_de_talleres_realizados,"# de entidades territoriales, # de talleres realizados"
entrega_de_kit_recreo_deportivo.,#_de_maletas_pedagógicas_y_recreo_deportivas_entregadas,# de maletas pedagógicas y recreo deportivas entregadas
mobiliario_educativo_fuera_de_aula,#_de_mobiliarios_entregados,# de mobiliarios entregados
formación_a_directivas_docentes_y_administrativas,#_de_entidades_territoriales_#_de_talleres_realizados,"# de entidades territoriales, # de talleres realizados"
construcción_y_o_rehabilitación_de_espacios_diferentes_a_aulas,#_de_espacios_educativos_protectores_adecuados,# de espacios educativos protectores adecuados
otra_estrategia_acompañamiento,#nnaj_que_acceden_a_aula_regular_o_mef_#_nnaj_que_permanecen_después_de_la_emergencia_#_personas_de_la_comunidad_educativa_formados_en_e&e,"#NNAJ que acceden a aula regular o MEF, # NNAJ que permanecen después de la emergencia, # personas de la comunidad educativa formados en E&E"
elaboracion_del_hrp,#_de_hrp_realizados,# de HRP realizados
acompañamiento_en_habilidades_para_la_vida.,#nnaj_que_acceden_a_aula_regular_o_mef_#_nnaj_que_permanecen_después_de_la_emergencia_#_personas_de_la_comunidad_educativa_formados_en_e&e,"#NNAJ que acceden a aula regular o MEF, # NNAJ que permanecen después de la emergencia, # personas de la comunidad educativa formados en E&E"
elaboración_de_informes_de_seguimiento_a_emergencias,#_de_informes_de_seguimiento_a_emergencias,# de informes de seguimiento a emergencias
reuniones_de_seguimiento_de_la_respuesta_a_emergencias,#_de_reuniones_de_seguimiento,# de reuniones de seguimiento
informe_de_monitoreo_del_hrp,#_de_informes_de_monitoreo_hrp,# de informes de monitoreo HRP
teleconferencias_con_elc,#_de_teleconferencias,# de teleconferencias
informe_de_monitoreo_del_cerf_ufe,#_de_informes_de_monitoreo_cerf_ufe,# de informes de monitoreo CERF UFE
elaboración_de_productos_de_análisis_de_información,#_de_productos_de_información_elaborados,# de productos de información elaborados
reuniones_del_grupo_tematico_de_manejo_de_información,#_de_reuniones_en_manejo_de_información,# de reuniones en manejo de información
fortalecimiento_institucional_para_el_manejo_de_información,#_de_capacitaciones,# de capacitaciones
estrategias_de_incidencia_para_el_manejo_de_información,#_de_estrategias_de_incidencia,# de estrategias de incidencia
apoyo_técnico_en_espacios_de_manejo_de_información,#_de_espacios_en_manejo_de_información,# de espacios en manejo de información
realización_de_evaluaciones_de_necesidades,#_de_evaluaciones_de_necesidades,# de evaluaciones de necesidades
reuniones_periódicas_del_grupo_interclúster,#_de_reuniones,# de reuniones
reuniones_periódicas_del_grupo_de_donantes_humanitarios,#_de_reuniones,# de reuniones
publicacion_y_difusión_de_productos_de_información,#_productos_publicados,# productos publicados
reuniones_de_análisis_e_intercambio_de_información,#_de_reuniones,# de reuniones
elaboracion_del_hno,#_de_hno_realizados,# de HNO realizados
apoyo_a_estrategias_de_empleo_de_emergencia,#_de_personas_beneficiadas_de_estrategias_de_empleo_de_emergencia_para_la_generacion_de_ingresos,# de personas beneficiadas de estrategias de empleo de emergencia para la generación de ingresos
reuniones_mensuales_del_ehp,#_de_reuniones,# de reuniones
apoyo_a_estrategias_de_recuperacion_rapida_de_medios_de_vida_de_subsistencia,#_de_personas_beneficiadas_de_estrategias_de_medios_de_vida_para_la_generacion_de_ingresos,# de personas beneficiadas de estrategias de medios de vida para la generación de ingresos
apoyo_a_estrategias_de_recuperacion_emocional_y_de_recuperacion_de_proyecto_de_vida_,#_de_personas_beneficiadas_de_estrategias_de_recuperacion_emocional_y_recuperacion_de_proyecto_de_vida,# de personas beneficiadas de estrategias de recuperación emocional y recuperación de proyecto de vida
entrega_de_cash_condicionado_como_cash_for_assets_vouchers_for_work_training,#_de_personas_beneficiadas_de_estrategias_de_cash_vouchers_for_work_training_para_la_generacion_de_ingresos,# de personas beneficiadas de estrategias de cash/vouchers for work/training para la generación de ingresos
prevencion_mitigación_y_gestion_de_riesgos_climaticos_y_de_adaptacion_al_cambio_climatico,#_de_personas_formadas_en_estrategias_de_prevencion_y_gestion_de_riesgos,# de personas formadas en estrategias de prevención y gestión de riesgos
prevencion_mitigacion_y_gestion_de_conflictos_socioambientales,#_de_comunidades_capacitadas_en_procesos_de_gestion_de_conflictos_socioambientales_,"# de comunidades
capacitadas en procesos de gestión de conflictos socioambientales "
entrega_de_capital_semilla_para_el_desarrollo_de_iniciativas_productivas_para_la_generacion_de_ingresos,#_de_personas_beneficiadas_de_entrega_de_capital_semilla,# de personas beneficiadas de entrega de capital semilla
prevencion_mitigacion_y_gestion_de_riesgos_climaticos_y_de_adaptacion_al_cambio_climatico,#_de_instituciones_beneficiadas_de_estrategias_de_prevencion_y_gestion_de_riesgos,# de instituciones beneficiadas de estrategias de prevención y gestión de riesgos
asistencia_tecnica_para_la_reactivacion_de_mercados_locales,#_de_personas_beneficiadas_de_estrategias_de_medios_de_vida_para_la_generacion_de_ingresos,# de personas beneficiadas de estrategias de medios de vida para la generación de ingresos
apoyo_para_la_insercion_laboral,#_de_personas_beneficiadas_de_estrategias_de_medios_de_vida_para_la_generacion_de_ingresos,# de personas beneficiadas de estrategias de medios de vida para la generación de ingresos
asistencia_tenica_para_el_fortalecimiento_recuperacion_empresarial,#_de_unidades_productivas_fortalecidas,# de unidades productivas fortalecidas
apoyo_a_emprendimientos_productivos,#_de_emprendimientos_productivos_lideradas_por_mujeres_,# de emprendimientos productivos lideradas por mujeres
fortalecimiento_institucional_en_contextos_de_retorno_reubicacion_integracion_local,#_de_instituciones_locales_beneficiadas_de_procesos_de_soluciones_duraderas,# de instituciones locales beneficiadas de procesos de soluciones duraderas
fortalecimiento_comunitario_en_contextos_de_retorno_reubicacion_integracion_local_de_poblacion_desplazada_y_comunidades_de_acogida,#_de_personas_victimas_del_conflicto_armado_y_comunidades_de_acogida_beneficiadas_de_intervenciones_con_enfoque_de_soluciones_duraderas_en_contextos_de_retorno_reubicacion_e_integracion_local,"# de personas víctimas del conflicto armado y comunidades de acogida beneficiadas de intervenciones con enfoque de soluciones duraderas en contextos de retorno, reubicación e integración local desagregado por género, etnia y ciclo vital"
Asistencia_tecnica_en_la_implementacion_de_iniciativas_vinculadas_a_pdet,#_de_personas_apoyadas_en_procesos_pdet_para_la_estabilizacion_para_la_paz,# de personas apoyadas en procesos PDET para la estabilización para la paz
asistencia_tecnica_al_desarrollo_de_iniciativas_de_reconcilacion_comunitaria,#_de_personas_beneficiadas_de_estrategias_de_reconciliacion_comunitaria,# de personas beneficiadas de estrategias de reconciliación comunitaria
asistencia_tecnica_en_el_desarrollo_de_iniciativas_de_reparacion_colectiva_a_victimas,#_de_personas_beneficiadas_de_estrategias_de_participacion_en_sivjrnr,# de personas beneficiadas de estrategias de participación en SIVJRNR
Formacion_en_nexus_y_transversalizacion_rt,#_estrategias_de_formacion_y_o_transversalizacion_en_rt_y_o_nexus,# estrategias de formación y/o transversalización en RT y/o Nexus
asistencia_tecnica_al_desarrollo_de_iniciativas_de_reincorporacion_socioeconomica,#_de_personas_reincorporadas_y_de_las_comunidades_aledañas_beneficiadas_de_proyectos_de_reincorporacion,# de personas reincorporadas y de las comunidades aledañas  beneficiadas de proyectos de reincorporación
winterization_package_blankets,no_of_people_receiving_the_winterisation_standard_package,# of people receiving the winterisation standard package
winterization_package_heating_fuel,no_of_people_receiving_the_winterisation_standard_package_for_insulation,# of people receiving the winterisation standard package for insulation
no_of_sam_with_complications_cases,hospital_management_of_sam_with_complications_6_to_59_months,Hospital Management of SAM with complications (6-59 months)
tent_distribution_2_tarps,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"# of people receiving emergency shelter assistance, including through cash-for-rent support"
shelter_self_construction_repair_kit,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"# of people receiving emergency shelter assistance, including through cash-for-rent support"
rental_support_3_months,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"# of people receiving emergency shelter assistance, including through cash-for-rent support"
standard_emergency_nfi_kit,no_of_people_receiving_basic_household_items_nfi_to_meet_their_immediate_needs,# of people receiving basic household items / NFI to meet their immediate needs
repair_upgrade_of_shelters_with_minor_damage,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"# of people whose shelter was upgraded, allowing for safer and more dignified living conditions"
repair_upgrade_of_shelters_with_severe_damage,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"# of people whose shelter was upgraded, allowing for safer and more dignified living conditions"
extension_of_existing_shelters,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"# of people whose shelter was upgraded, allowing for safer and more dignified living conditions"
transitional_shelter_construction_1_room,no_of_people_receiving_support_to_construct_transitional_shelters,# of people receiving support to construct transitional shelters
transitional_shelter_construction_2_room,no_of_people_receiving_support_to_construct_transitional_shelters,# of people receiving support to construct transitional shelters
permanent_shelter_construction_1_room,no_of_people_receiving_support_to_construct_transitional_shelters,# of people receiving support to construct transitional shelters
permanent_shelter_construction_2_room,no_of_people_receiving_support_to_construct_transitional_shelters,# of people receiving support to construct transitional shelters
winterization_heating_and_fuel_assistance,no_of_people_receiving_the_winterization_standard_package,# of people receiving the winterization standard package
winter_clothing_package,no_of_people_receiving_the_winterization_standard_package,# of people receiving the winterization standard package
blanket_package,no_of_people_receiving_the_winterization_standard_package,# of people receiving the winterization standard package
training_awareness_drr,no_of_people_trained,# of people trained
training_on_upgrading_repairs_of_shelters,no_of_people_trained,# of people trained
training_on_construction_of_transitional_shelters,no_of_people_trained,# of people trained
training_on_construction_of_permanent_shelters,no_of_people_trained,# of people trained
psychosocial_and_mental_health_support,no_of_children_and_their_caregivers_reached_with_center_mobile_and_home_based_activities_to_improve_their_mental_health_and_psychosocial_well_being_and_life_skills_activities_following_program_completion,"# of children and their caregivers reached with center, mobile and home based activities to improve their mental health and psychosocial well-being and life skills activities following program completion"
awareness_raising_and_advocacy,no_of_people_who_have_been_reached_by_context_specific_child_protection_messages_and_negative_coping_mechanism,# of people who have been reached by context specific child protection messages and negative coping mechanism
adolescents_programming,no_of_adolescents_gained_life_and_new_genreation_skills_through_adolscents_social_hubs_and_girls_friendly _facilities_and_clubs.,# of  adolescents gained life and new genreation skills through adolscents social Hubs and girls Friendly  facilities and clubs.
training_capacity_building,no_of_social_worker_and_social_work_providers_trained_on_the_norms_and_standards_of_child_protection_and_to_adapt_new_tools_and_working_modalities,# of social worker and social work providers trained on the norms and standards of child protection and to adapt new tools and working modalities
six_grave_child_rights_violations,no_of_frontline_workers_mrm_monitors_extenders_cso_staffs_service_providers_social_workers_etc_who_have_been_trained_on_monitoring_and_reporting_on_six_grave_violations.,"# of frontline workers (MRM Monitors, Extenders, CSO staffs, service providers, Social Workers etc) who have been trained on monitoring and reporting on six grave violations."
"social,_economic_and_education_reintegration",no_of_girls_and_boys_who_have_suffered_from_grave_child_rights_violations_including_former_caac_&_children_in_detention_receiving_socio_education_and_economic_reintegration_and_life_skill_assistance,"# of girls and boys who have suffered from grave child rights violations (including former CAAC & children in detention) receiving socio, education and economic reintegration and life skill assistance"
community_based_child_protection_system,no_of_community_structures_religious_leaders_community_development_committees_shuras_etc_members_who_are_sensitized_to_prevent_child_rights_violations,"# of community structures (religious leaders, community development committees, shuras etc) members who are sensitized to prevent child rights violations"
emergency_supplies_distribution,no_of_children_and_their_caregivers_received_emergency_supplies_including_winterization_clothes_and_hygiene_kits,# of children and their caregivers received emergency supplies including winterization clothes and hygiene kits
legal_support,no_of_at_risk_vulnerable_populations_receiving_multi_sectoral_gbv_services_psycho_social_legal_safety_health_&_case_management,"# of at-risk vulnerable populations receiving multi-sectoral GBV services  (psycho-social, legal, safety, health & case management)"
integrated_case_management_services,no_of_girls_and_boys_at_risk_including_unaccompanied_and_separated_children_and_child_survivors_of_different_protection_risks_identified_documented_and_received_case_management_services.,"# of girls and boys at risk, including unaccompanied and separated children, and child survivors of different protection risks identified, documented, and received case management services."
psychosocial_and_mental_health_assistance,no_of_at_risk_vulnerable_populations_receiving_multi_sectoral_gbv_services_psycho_social_legal_safety_health_&_case_management,"# of at-risk vulnerable populations receiving multi-sectoral GBV services  (psycho-social, legal, safety, health & case management)"
distribution_of_dignity_kits_to_women_and_girls,no_of_dignity_kits_distributed,# of dignity kits distributed
awareness_raising_and_advocacy,no_of_persons_reached_with_awareness_and_mitigation_activities,# of persons reached with awareness and mitigation activities
awareness_raising_and_advocacy,no_of_people_reached_with_life_saving_information_on_health_and_other_services,# of people reached with life-saving information on health and other services
capacity_of_frontline_providers_to_respond_to_gbv_is_built,no_of_staff_trained_on_gbv_core_concepts_referrals_case_management,"# of staff trained on GBV core concepts, referrals, case management"
protection_monitoring,no_of_people_reached_through_protection_monitoring_including_border_monitoring,# of people reached through protection monitoring including border monitoring
provision_of_cash_for_protection_aligned_on_meb,no_of_people_receive_cash_for_protection,# of people receive Cash for Protection
community-based_protection_activities,no_of_people_who_participated_in_and_or_benefited_from_community_based_protection_activities,# of people who participated in and or benefited from community-based protection activities
health_assistance,no_of_at_risk_vulnerable_populations_receiving_multi_sectoral_gbv_services_psycho_social_legal_safety_health_&_case_management,"# of at-risk vulnerable populations receiving multi-sectoral GBV services  (psycho-social, legal, safety, health & case management)"
protection_monitoring,no_of_protection_analysis_updates_produced_and_circulated,# of Protection Analysis Updates produced and circulated
provision_of_individual_protection_assistance_ipa:_emergency_cash_assistance,no_of_people_receive_individual_protection_assistance_ipa_in_kind_or_cash,# of people receive Individual Protection Assistance (IPA) in-kind or cash
provision_of_individual_protection_assistance_ipa:_in-kind,no_of_people_receive_individual_protection_assistance_ipa_in_kind_or_cash,# of people receive Individual Protection Assistance (IPA) in-kind or cash
provision_of_individual_protection_assistance_ipa:_emergency_cash_assistance,no_of_psns_received_case_management,# of PSNs received case management
provision_of_psycho-social_support_pss_assistance,no_of_people_receive_pss_services,# of people receive PSS services
provision_of_legal_counselling_and_assistance_identity_and_civil_documentation,no_of_people_who_received_legal_info_counselling_and_or_assistance_on_access_to_tazkira_and_civil_documentation,"# of people who received legal info, counselling and/or assistance on access to Tazkira and civil documentation"
community-based_protection_activities,no_of_protection_community_centers_established_or_maintained,# of protection community centers established or maintained
community-based_protection_activities,no_of_community_and_or_protection_committees_established_or_maintained,# of community and or protection committees established or maintained
anti_counter_trafficking,no_of_people_reached_trafficking_case_management_and_awareness_raising,# of people reached trafficking case management and awareness raising
protection_monitoring,no_of_people_who_participate_in_training_on_various_protection_related_topics,# of people who participate in training on various protection related topics
"information,_counselling_and_legal_assistance",no_of_individuals_receiving_information_on_hlp_rights,# of individuals receiving information on HLP rights
community-based_protection_activities,no_of_people_who_received_awareness_raising_on_protection_related_issues,# of people who received awareness raising on protection related issues
land_identification_and_allocation,no_of_vulnerable_individual_recipients_of_land_identification_or_allocation,# of vulnerable individual recipients of land identification or allocation
training_capacity_building,no_of_duty_bearers_humanitarian_and_other_partners_receiving_training_and_or_technical_support_on_hlp,"# of duty bearers, humanitarian and other partners receiving training and/or technical support on HLP"
"information,_counselling_and_legal_assistance",no_of_individuals_receiving_counselling_and_or_legal_assistance_on_hlp_rights,# of individuals receiving counselling and/or legal assistance on HLP rights
provision_of_land_clearance,no_of_people_living_within_one_kilometre_of_a_known_explosive_hazard_benefitting_from_the_removal_of_those_explosive_hazards.,# of people living within one kilometre of a known explosive hazard benefitting from the removal of those explosive hazards.
provision_of_land_clearance,square_metres_of_area_cleared_from_known_explosive_hazards,Square metres of area cleared from known explosive hazards
provision_of_explosive_ordnance_risk_education_eore,no_of_vulnerable_people_receiving_eore,# of vulnerable people receiving EORE
victim_assistance,no_of_persons_with_disabilities_pwd_receiving_victim_assistance_services,# of Persons with Disabilities (PwD) receiving victim assistance services
provision_primary_health_care_services,no_of_outpatient_consultations_primary_health_care,# of outpatient consultations (primary health care)
provision_primary_health_care_services,no_of_outpatient_consultations_other_than_primary_health_care,# of outpatient consultations (other than primary health care)
provision_primary_health_care_services,no_of_outpatient_referrals,# of outpatient referrals
provision_of_explosive_ordnance_disposal_eod,no_of_conflict_affected_people_benefitting_from_eod_and_survey_activities,# of conflict-affected people benefitting from EOD and survey activities
provision_primary_health_care_services,no_of_rape_cases_managed,# of rape cases managed
provision_primary_health_care_services,no_of_people_with_disabilities_received_rehabilitative_care,# of people with disabilities received rehabilitative care
physical_rehabilitation,no_of_physical_rehabilitation_sessions_supported,# of physical rehabilitation sessions supported
provision_primary_health_care_services,no_of_rape_cases_referred,# of rape cases referred
access_health_care_services,no_of_health_facilities_constructed,# of health facilities constructed
access_health_care_services,no_of_health_facilities_rehabilitated,# of health facilities rehabilitated
access_health_care_services,no_of_new_first_aid_trauma_posts_fatp_trauma_centers_established,# of new First Aid Trauma Posts (FATP)/trauma centers established
training_health_care_providers,no_of_health_staff_trained,# of health staff trained
training_health_care_providers,no_of_community_health_workers_trained,# of community health workers trained
training_health_care_providers,no_of_health_staff_trained_on_trauma_care,# of health staff trained on trauma care
training_health_care_providers,no_of_health_staff_trained_on_maternal_and_child_health_mch_care,# of health staff trained on Maternal and Child Health (MCH) care
training_health_care_providers,no_of_health_care_staff_trained_on_prevention_of_sexual_exploitation_&_abuse_psea,# of health care staff trained on Prevention of Sexual Exploitation & Abuse (PSEA)
training_health_care_providers,no_of_health_staff_trained_on_gender_based_violence_gbv_treatment_protocol,# of health staff trained on Gender-based violence (GBV) treatment protocol
