activity_description_id,indicator_id,indicator_name
construct-gravity-fedspring-piped-system---hh,,# of individuals accessing  sufficient quantity of water
rehabilitate-gravity-fedspring-piped-system---hh,,# of individuals accessing  sufficient quantity of water
construct-gravity-fedspring-piped-system---public-taps,,# of individuals accessing  sufficient quantity of water
rehabilitate-gravity-fedspring-piped-system---public-taps,,# of individuals accessing  sufficient quantity of water
construct-water-reservoirs-for-conservation-of-rainwater,,# of individuals accessing  sufficient quantity of water
rehabilitate-water-reservoirs-for-conservation-of-rainwater,,# of individuals accessing  sufficient quantity of water
extension-from-existing-piped-system,,# of individuals accessing  sufficient quantity of water
water-tankering,,# of individuals accessing  sufficient quantity of water
water-system-chlorination,,# of individuals accessing  sufficient quantity of water
water-quality-testing,,# of individuals accessing  sufficient quantity of water
fuel-provision-for-water-systems,,# of individuals accessing  sufficient quantity of water
water-systems-spare-parts-provision,,# of individuals accessing  sufficient quantity of water
bulk-water-storage-installation-with-tapstands,,# of individuals accessing  sufficient quantity of water
water-filtration-bio-sand-filters-etc-,,# of individuals accessing  sufficient quantity of water
water-supply-in-schools,,# of students/pupils benefitting from basic WASH package in Schools and Learning Centres
water-supply-in-hcf,,# of NF and HF with basic WASH package implemented.
finalize-water-safety-planning-wsps-to-improve-water-quality-at-source-and-household-level,,# of Water Safety Planning (WSPs) finalized to improve water quality
assistance-through-cashvoucher-distribution-for-wash-supplies,,# of individuals receivingWASH NFIs assistance through all modalities without double counting
number-sammam-children-received-wash-packagekit-at-household-level,,# of SAM children U5 receiving WASH assistance at household level  to support during their treatment
number-pregnant-and-lactating-women-plw-received-wash-packagekit-at-household-level,,# of Pregnant and Lactating women (PLW) linked with reported children U5 with SAM cases at HH level are supported with WASH assistance
family-hygiene-kits-distribution,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
family-hygiene-consumables-kits-distribution,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
family-water-kit-distribution,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
water-treatment-aquatab-chlorination-pur-sachets-etc-distribution,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
soap-distribution,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
hh-water-storage-items-distribution,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
dignity-kits-distribution-mhm,,# of individuals receivingWASH NFIs assistance through all modalities without double counting.
hygiene-promotion-at-hh-level,,# of individuals reached with hygiene promotion messaging
hygiene-promotion-at-community-level,,# of individuals reached with hygiene promotion messaging
hygiene-promotion-in-schools,,# of individuals reached with hygiene promotion messaging
hygiene-promotion-in-hcf,,# of individuals reached with hygiene promotion messaging
mass-communication-hp-campaigns,,# of individuals reached with hygiene promotion messaging
iec-material-distribution,,# of individuals reached with hygiene promotion messaging
construct-handwashing-facilities-in-hh,,# of Individual having access to emergency sanitation facilities.
construct-handwashing-facilities-in-public-spaces,,# of Individual having access to emergency sanitation facilities.
construct-handwashing-facilities-in-schools,,# of students/pupils benefitting from basic WASH package in Schools and Learning Centres
construct-handwashing-facilities-in-hcf,,# of NF and HF with basic WASH package implemented.
construct-communal-latrines-with-hadwashing-facilities,,# of Individual having access to emergency sanitation facilities.
rehabilitate-communal-latrines-with-hadwashing-facilities,,# of Individual having access to emergency sanitation facilities.
construct-hh-latrines-with-handwashing-facilities,,# of Individual having access to emergency sanitation facilities.
rehabilitate-hh-latrines-with-handwashing-facilities,,# of Individual having access to emergency sanitation facilities.
construct-latrines-with-hadwashing-facilities-in-schools,,# of students/pupils benefitting from basic WASH package in Schools and Learning Centres
rehabilitate-latrines-with-hadwashing-facilities-in-schools,,# of students/pupils benefitting from basic WASH package in Schools and Learning Centres
construct-latrines-with-hadwashing-facilities-in-hcf,,# of NF and HF with basic WASH package implemented.
rehabilitate-latrines-with-hadwashing-facilities-in-hcf,,# of NF and HF with basic WASH package implemented.
clts-for-construction-of-improved-facilities,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
clts-for-rehabilitation-of-improved-facilities,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
construct-bathing-washing-facilities-,,# of Individual having access to emergency sanitation facilities.
rehabilitate-bathing-washing-facilities,,# of Individual having access to emergency sanitation facilities.
training-water-user-committees,,# of  water user committees trainings
training-water-utility-staff,,# of water utility trainings
training-hygiene-promoters,,# of Hygiene Promoters trainings
training-hcfs-staff-on-wash-om-including-disinfection,,# of CFs staff trainings on WASH O&M including disinfection 
training-school-staff-on-wash-om-including-disinfection,,# of school staff training on WASH O&M including disinfection
solid-waste-management-in-community,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
solid-waste-management-in-schools,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
solid-waste-management-in-hcf,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
provision-of-incinerator-in-hcf,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
vector-control-awareness-campaign,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
desludge-communalinstitutional-latrines,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
certify-communities-as-free-of-open-defecation-following-the-clts-protocol,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
conduct-clean-up-campaigns-in-emergency,,# of Individual having access to basic sanitation facilities having incorporated vector control measures to prevent AWD and other outbreaks
hrp-2023-clearance-of-mines-and-other-explosive-remnants-of-war-erw,number-of-conflict-affected-people-benefitting-from-explosive-ordnance-disposal-and-survey-activities,# of conflict-affected people benefitting from Explosive Ordnance Disposal and survey activities
hrp-2023-clearance-of-mines-and-other-explosive-remnants-of-war-erw,number-of-people-living-within-one-kilometre-of-a-known-explosive-hazard-benefitting-from-the-removal-of-those-explosive-hazards,# of people living within one kilometre of a known explosive hazard benefitting from the removal of those explosive hazards
hrp-2023-clearance-of-mines-and-other-explosive-remnants-of-war-erw,number-of-vulnerable-people-receiving-eore,# of vulnerable people receiving EORE
hrp-2023-victim-assistance,number-of-persons-with-disabilities-supported-with-victim-assistance-activities,# of persons with disabilities supported with victim assistance activities
hrp-2023-access-to-land,number-of-duty-bearers-humanitarian-and-other-actors-receiving-training-andor-technical-support-on-hlp-rights,"# of duty bearers, humanitarian and other actors receiving training and/or technical support on HLP rights"
hrp-2023-access-to-land,number-of-individual-recipients-of-land-allocation,# of individual recipients of land allocation
hrp-2023-access-to-land,number-of-individuals-receiving-counselling-andor-legal-assistance-on-hlp-rights,# of individuals receiving counselling and/or legal assistance on HLP rights
hrp-2023-access-to-land,number-of-individuals-receiving-information-on-hlp-rights-in-the-community-and-at-border-points,# of individuals receiving information on HLP rights in the community and at border points
hrp-2023-access-to-land,number-of-individuals-with-strengthened-communal-land-rights,# of individuals with strengthened communal land rights
hrp-2023-general-protection,number-of-individuals-receiving-counselling-andor-legal-assistance-on-and-supported-with-civil-documentation-,# of individuals receiving counselling and/or legal assistance on / and supported with civil documentation 
hrp-2023-general-protection,number-of-people-receiving-structured-and-sustained-psychosocial-support-services-,# of people receiving structured and sustained psychosocial support services 
hrp-2023-general-protection,number-of-staff-in-local-authorities-are-sensitized-andor-trained-,# of staff in local authorities are sensitized and/or trained 
hrp-2023-general-protection,number-of-vulnerable-women-men-boys-and-girls-including-idps-refugees-returnees-elderly-and-people-living-with-a-disability-receiving-various-direct-protection-assistance-including-cash-and-kinds-and-services-excluding-psychosocial-support-and-referral-,"# of vulnerable women, men, boys, and girls, including IDPs, refugees, returnees, elderly, and people living with a disability receiving various direct protection assistance including cash and kinds.  and services excluding psychosocial support and referral "
hrp-2023-general-protection,number-people-covered-with-a-protection-response-through-community-based-protection-activities-including-awareness-raising-and-protection-monitoring,# people covered with a protection response through community-based protection activities including awareness raising and protection monitoring
hrp-2023-general-protection,number-people-including-civil-society-and-partners-receiving-training-andor-technical-support,# people including civil society and partners receiving training and/or technical support
hrp-2023-general-protection,number-staff-trained-on-protection-mainstreaming,# staff trained on protection mainstreaming
hrp-2023-data-collection-storage-and-sharing,number-of-community-leaders-reached-with-information-sessions,# of community leaders reached with information sessions
hrp-2023-data-collection-storage-and-sharing,number-of-men-and-boys-reached-with-information-sessions,# of men and boys reached with information sessions
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,number-of-dignity-kits-distributed-to-displacedshock-affected-women-and-girls,# of Dignity Kits distributed to displaced/shock-affected women and girls
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,number-of-staff-trained-on-core-concepts-referrals-case-management,"# of staff trained on core concepts, referrals, case management"
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,number-of-women-and-girls-reached-with-pss-activities,# of women and girls reached with PSS activities
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,-of-vulnerable-populations-receiving-multi-sectoral-lifesaving-services-,% of vulnerable populations receiving multi-sectoral lifesaving services 
hrp-2023-unaccompanied-and-separated-children,number-of-unaccompanied-and-separated-children-uasc-provided-with-interim-family-based-care-or-other-suitable-interim-alternative-care-arrangements,# of Unaccompanied and Separated Children (UASC) provided with interim family-based care or other suitable interim alternative care arrangements
hrp-2023-capacity-building,number-of-child-protection-workers-and-staff-from-other-sectors-receiving-capacity-building-training-on-the-norms-and-standards-of-child-protection-and-to-adopt-new-tools-and-working-modalities-including-pss-caring-for-child-survivors-cs-of-sgbv-case-management-pfa-social-worker-case-worker-teachers-health-workers-authorities-staff-members,"# of child protection workers and staff from other sectors receiving capacity building training on the norms and standards of child protection and to adopt new tools and working modalities, including PSS, Caring for Child Survivors (CS) of SGBV Case Management, PFA,  (social worker, case worker, teachers, health workers, authorities, staff members)"
hrp-2023-capacity-building,number-of-recruited-humanitarian-workers-including-social-workers-and-community-volunteers-trained-on-cp-minimum-standards-and-other-specialized-cp-services,# of recruited humanitarian workers including social workers and community volunteers  trained on CP Minimum standards and other specialized CP services
hrp-2023-case-management,number-of-children-and-youth-who-have-suffered-from-grave-child-rights-violations-including-former-caac-and-com-provided-with-economic-reintegration-assistance,# of children and youth who have suffered from grave child rights violations (including former CAAC and CoM ) provided with economic reintegration assistance
hrp-2023-case-management,number-of-children-and-youth-who-have-suffered-from-grave-child-rights-violations-including-former-caac-and-com-provided-with-education-reintegration-assistance,# of children and youth who have suffered from grave child rights violations (including former CAAC and CoM ) provided with education reintegration assistance
hrp-2023-case-management,number-of-children-and-youth-who-have-suffered-from-grave-child-rights-violations-including-former-caac-and-com-provided-with-social-reintegration-and-life-skills-assistance,# of children and youth who have suffered from grave child rights violations (including former CAAC and CoM) provided with social reintegration and life skills assistance
hrp-2023-case-management,number-of-girls-and-boys-at-risk-identified-registered-referred-facilitated-to-access-services-and-follow-up-of-case-management-services-in-line-with-the-afghanistan-sop-for-case-management-child-labour-child-marriage,"# of girls and boys at risk identified, registered, referred, facilitated to access services, and  follow up of case management services in line with the Afghanistan SOP for Case Management ( child labour, child marriage)"
hrp-2023-case-management,number-of-girls-and-boys-provided-with-cash-as-a-component-of-the-case-management-services,# of girls and boys provided with cash as a component of the Case Management services
hrp-2023-psychosocial-distress-and-mental-disorders,number-of-children-boys-and-girls-provided-with-structured-pss-child-friendly-spaces-adolescent-friendly-centers-adolescent-social-hubs-girls-friendly-facilities-homes-and-commuities,"# of children (boys and girls) provided with structured PSS (Child Friendly Spaces, adolescent friendly centers (Adolescent Social Hubs & Girls Friendly facilities) homes and commuities)"
hrp-2023-psychosocial-distress-and-mental-disorders,number-of-children-boys-and-girls-referred-to-specialized-services-mental-heath,# of children (boys and girls) referred to specialized services â€“Mental Heath
hrp-2023-psychosocial-distress-and-mental-disorders,number-of-community-members-reached-with-messaging-through-mass-media-sessions-tv-radio-social-media,"# of community members reached with messaging through mass media sessions (TV, radio, social media)"
hrp-2023-psychosocial-distress-and-mental-disorders,number-of-parents-and-caregivers-are-provided-with-information-on-wellbeing-message-to-support-their-childrens-psychosocial-wellbeing,# of parents and caregivers are provided with information on wellbeing message to support their children's psychosocial wellbeing.
hrp-2023-unaccompanied-and-separated-children,number-of-unaccompanied-and-separated-children-uasc-provided-with-family-tracing-and-reunification-ftr-services,# of Unaccompanied and Separated Children (UASC) provided with Family Tracing and Reunification (FTR) services
