activity_description_id,activity_detail_id,activity_detail_name
psychosocial_and_mental_health_support,provision_of_pss_for_girls_and_boys_with_alternative_modalities_including_home_based_and_outdoor_smaller_groups_and_community_based_activities,"Provision of PSS for girls and boys  with alternative modalities including home based and, outdoor smaller groups and community-based activities"
adolescents_programming,establish_adolescents_clubs_boys_girls_clubs_girls_boys_separate_club_in_community_for_peer_to_peer_support;,Establish Adolescents Clubs (boys & girls clubs/Girls & boys separate club) in community for peer to peer support;
awareness_raising_and_advocacy,provision_of_awareness_and_positive_parenting_sessions_to_parents_and_caregivers_to_support_their_children's_psychosocial_wellbeing,Provision of awareness and positive parenting sessions to parents and caregivers to support their children's psychosocial wellbeing
adolescents_programming,establish_adolescent_friendly_centers_adolescent_social_hubs_girls_friendly_facilities_to_provide_life_skills_new_generations_skills,Establish adolescent friendly centers (Adolescent Social Hubs & Girls Friendly facilities) to provide Life Skills & new generations skills
training_on_construction_of_permanent_shelters,cholera_response,Cholera Response
awareness_raising_and_advocacy,community_based_awareness_raising_on_child_protection_issues_and_wellbeing_messaging_and_support_community_capacity_building_on_these_topics_parents_community_members,Community-based awareness raising on child protection issues and wellbeing messaging and support community capacity building on these topics (parents/community members)
"social,_economic_and_education_reintegration",provision_of_social_reintegration_and_life_skills_assistance_to_children_and_youth_who_have_suffered_from_grave_child_rights_violations_including_former_caac,Provision of social reintegration and life skills assistance to children and youth who have suffered from grave child rights violations (including former CAAC)
"social,_economic_and_education_reintegration",provision_of_education_reintegration_assistance_to_children_and_youth_who_have_suffered_from_grave_child_rights_violations_including_former_caac,Provision of education reintegration assistance to children and youth who have suffered from grave child rights violations (including former CAAC)
training_capacity_building,capacity_building_and_mentoring_of_child_protection_workers_and_staff_from_other_sectors_on_the_norms_and_standards_of_child_protection_and_to_adapt_new_tools_and_working_modalities_including_pss_caring_for_child_survivors_cs_of_gbv_case_management_pfa_and_covid_19_messages_social_worker_case_worker_teachers_health_workers_authorities_staff_members,"Capacity building and mentoring of child protection workers and staff from other sectors on the norms and standards of child protection and to adapt new tools and working modalities, including PSS, Caring for Child Survivors (CS) of GBV Case Management, PFA, and COVID-19 messages (social worker, case worker, teachers, health workers, authorities, staff members)"
"social,_economic_and_education_reintegration",cp_provision_of_economic_reintegration_assistance_to_children_and_youth_who_have_suffered_from_grave_child_rights_violations_including_former_caac,CP-Provision of economic reintegration assistance to children and youth who have suffered from grave child rights violations (including former CAAC)
six_grave_child_rights_violations,strengthening_the_monitoring_and_reporting_system_of_the_6_grave_violations_including_capacity_building_of_service_providers_and_other_stakeholders,"Strengthening the monitoring and reporting system of the 6 grave violations, including capacity building of service providers and other stakeholders"
integrated_case_management_services,provision_of_cash_as_a_component_of_the_case_management_services,Provision of cash as a component of the Case Management services
integrated_case_management_services,provision_of_gbv_response_to_child_survivors_and_children_in_risk_of_gender_based_and_sexual_abuse_including_child_marriage,"Provision of GBV response to child survivors and children in risk of gender based and sexual abuse, including child marriage"
integrated_case_management_services,identification_registration_referrals_facilitation_of_access_to_services_and_follow_up_of_case_management_services_in_line_with_the_afghanistan_sop_for_case_management,"Identification, registration, referrals, facilitation of access to services, and  follow up of case management services in line with the Afghanistan SOP for Case Management"
legal_support,provision_of_legal_support_to_at_risk_vulnerable_population,Provision of  legal support to at-risk vulnerable population
emergency_supplies_distribution,provision_of_hygiene_kits,Provision of Hygiene Kits
emergency_supplies_distribution,provision_of_winterization_items_to_children_and_caregivers,Provision of Winterization items to children and caregivers
psychosocial_and_mental_health_assistance,provision_of_mhpss_services_to_at_risk_vulnerable_population,Provision of MHPSS services to at-risk vulnerable population
integrated_case_management_services,provision_of_family_tracing_and_reunification_ftr_services_to_unaccompanied_and_separated_children_uasc,Provision of Family Tracing and Reunification (FTR) services to Unaccompanied and Separated Children (UASC)
distribution_of_dignity_kits_to_women_and_girls,distribution_of_dignity_kits_to_at_risk_idp_returnee_and_non_displaced_populations,"Distribution of dignity kits to at-risk IDP, returnee and non-displaced populations"
awareness_raising_and_advocacy,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_timely_and_safe_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with timely and safe protection oriented direct or referral assistance
capacity_of_frontline_providers_to_respond_to_gbv_is_built,capacity_building_of_humanitarians,Capacity Building of humanitarians
awareness_raising_and_advocacy,increased_community_awareness_of_and_capacity_to_respond_to_gbv,Increased community awareness of and capacity to respond to GBV
protection_monitoring,enhanced_protection_analysis_of_the_environment,Enhanced protection analysis of the environment
provision_of_cash_for_protection_aligned_on_meb,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance
health_assistance,provision_of_integrated_gbv_health_services_to_at_risk_vulnerable_population,Provision of integrated GBV Health services to at-risk vulnerable population
community-based_protection_activities,community_based_protection_initiatives_conducted_with_the_affected_or_at_risk_communities_to_enhance_community_resilience_prevent_and_address_protection_concerns,"Community-based protection initiatives conducted with the affected or at risk communities to enhance community resilience, prevent and address protection concerns"
provision_of_individual_protection_assistance_ipa:_in-kind,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance
provision_of_psycho-social_support_pss_assistance,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance
provision_of_individual_protection_assistance_ipa:_emergency_cash_assistance,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance
provision_of_legal_counselling_and_assistance_identity_and_civil_documentation,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance
"information,_counselling_and_legal_assistance",information_sharing_on_hlp_rights_and_legal_identity,Information sharing on HLP rights and legal identity
anti_counter_trafficking,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance
"information,_counselling_and_legal_assistance",counselling_on_hlp_and_legal_identity,Counselling on HLP and legal identity
land_identification_and_allocation,land_identification_and_allocation,Land identification and allocation
"information,_counselling_and_legal_assistance",legal_assistance_on_hlp_and_legal_identity,Legal Assistance on HLP and legal identity
training_capacity_building,capacity_building_for_duty_bearers_humanitarian_and_other_partners,"Capacity Building for duty bearers, humanitarian and other partners"
victim_assistance,victim_assistance_psychosocial_support_livelihood_support_physical_rehabilitation_and_referrals_of_people_injured_by_explosive_ordnance,"Victim Assistance (Psychosocial support, livelihood support, physical rehabilitation and Referrals) of people injured by explosive ordnance"
establishment_and_management_of_the_community_centers,regular,Regular Activity
multi-sectorial_service_coordination_in_isets_and_idp_sites,regular,Regular Activity
cccm_referral_and_escalation_systems_established,regular,Regular Activity
"cccm_mobile_site_managers_staff_with_cccm_training_tot,_protection,_psea_and_gbv_risk_mitigation_training",regular,Regular Activity
population_profiling_and_registration_in_isets_and_idp_sites,regular,Regular Activity
establish_mobile_cccm_team_per_site_area,regular,Regular Activity
isets_and_idp_sites_with_app_psea_feedback_mechanism,regular,Regular Activity
monthly_needs_assessments_in_isets_idp_sites,regular,Regular Activity
education,regular,Regular Activity
food_and_nutrition,regular,Regular Activity
"isets_idp_sites_with_representative_governance_structures,_community_focal_points_and_committees",regular,Regular Activity
health,regular,Regular Activity
protection,regular,Regular Activity
shelter,regular,Regular Activity
intention_return_surveys,regular,Regular Activity
wash,regular,Regular Activity
esnfi,regular,Regular Activity
"provision_of_displacement_sites_with_active_relocation,_resettlement_or_return_programmes",regular,Regular Activity
risk_communication_and_information_campaigns_on_flood_risk_mitigation,response_flood,Flood Risk Mitigation
conduct_safety_audits_rapid_gender_assesssments,regular,Regular Activity
risk_communication_and_information_campaigns_on_covid-19,response_covid19,COVID-19 Response
use_of_wash_cluster_perception_indicators,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
use_of_wash_cluster_perception_indicators,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
use_of_wash_cluster_perception_indicators,regular_life_saving,Regular Activity (Life Saving Response)
use_of_wash_cluster_perception_indicators,response_cholera_life_saving,Cholera Response (Life Saving Response)
use_of_wash_cluster_perception_indicators,response_drought_life_saving,Drought Response (Life Saving Response)
use_of_wash_cluster_perception_indicators,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
use_of_wash_cluster_perception_indicators,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
wash_assistance_after_consultation_on_gbv_risks,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
wash_assistance_after_consultation_on_gbv_risks,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
wash_assistance_after_consultation_on_gbv_risks,response_drought_life_saving,Drought Response (Life Saving Response)
use_of_wash_cluster_perception_indicators,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
wash_assistance_after_consultation_on_gbv_risks,regular_life_saving,Regular Activity (Life Saving Response)
wash_assistance_after_consultation_on_gbv_risks,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
wash_assistance_after_consultation_on_gbv_risks,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
wash_assistance_after_consultation_on_gbv_risks,response_cholera_life_saving,Cholera Response (Life Saving Response)
wash_assistance_after_consultation_on_gbv_risks,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
hrp-2023-clearance-of-mines-and-other-explosive-remnants-of-war-erw,explosive-ordnance-disposal-eod-survey,Explosive Ordnance Disposal (EOD) & Survey
hrp-2023-clearance-of-mines-and-other-explosive-remnants-of-war-erw,explosive-hazard-clearance-people-benefitting,Explosive hazard clearance (People benefitting)
hrp-2023-clearance-of-mines-and-other-explosive-remnants-of-war-erw,explosive-ordnance-risk-education-eore,Explosive Ordnance Risk Education (EORE)
hrp-2023-victim-assistance,victim-assistance,Victim Assistance
hrp-2023-access-to-land,training-andor-technical-support-for-duty-bearers-humanitarian-and-other-actors-on-hlp-rights,"Training and/or technical support for duty bearers, humanitarian and other actors on HLP rights"
hrp-2023-access-to-land,land-allocation,Land allocation
hrp-2023-access-to-land,counselling-on-hlp-rights,Counselling on HLP rights
hrp-2023-access-to-land,legal-assistance-on-hlp-rights,Legal assistance on HLP rights
hrp-2023-access-to-land,information-on-hlp-rights,Information on HLP rights
hrp-2023-access-to-land,communal-land-rights,Communal land rights
hrp-2023-general-protection,provision-of-legal-counselling-and-assistance-including-identity-and-support-civil-documentation-process,Provision of Legal Counselling and Assistance including identity and support Civil documentation process
hrp-2023-general-protection,provision-of-psycho-social-support-pss-assistance-and-referrals,Provision of Psycho-Social Support (PSS) Assistance and Referrals
hrp-2023-general-protection,sensitization-sessions-for-local-authorities,Sensitization sessions for local authorities
hrp-2023-general-protection,provision-of-individual-protection-assistance-ipa-to-psn-in-emergency-cash-or-in-kind-and-cash-for-protection-aligned-on-meb,"Provision of Individual Protection Assistance (IPA) to PSN in emergency cash or in-kind, and Cash for protection (aligned on MEB)"
hrp-2023-general-protection,conduct-protection-monitoring-border-monitoring-community-based-protection-activities-and-awareness-raising,"Conduct Protection monitoring, Border Monitoring,  Community-Based Protection activities, and awareness raising"
hrp-2023-general-protection,conduct-capacity-building-of-partners-civil-society-and-other-stakeholders,"Conduct capacity building of partners, civil society, and other stakeholders"
hrp-2023-general-protection,support-protection-mainstreaming,Support Protection mainstreaming
hrp-2023-data-collection-storage-and-sharing,dialogues-with-community-leaders,Dialogues with community leaders
hrp-2023-data-collection-storage-and-sharing,dialogues-with-men-and-boys,Dialogues with men and boys
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,distribution-of-dignity-kits-to-displaced-women-and-girls,Distribution of dignity kits to displaced women and girls
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,capacity-building-of-staff-on-core-concepts-pocket-guides-and-referrals,"Capacity building of staff on core concepts, pocket guides and referrals"
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,pss-activities-for-targeted-population,PSS activities for targeted population
hrp-2023-multi-sectoral-engagement-health-legaljustice-security-psychosocial,provision-of-multi-sectoral-life-saving-services-to-women-and-girls,Provision of multi-sectoral life-saving services to women and girls
hrp-2023-unaccompanied-and-separated-children,provide-interim-family-based-care-or-other-suitable-interim-alternative-care-arrangements-to-unaccompanied-and-separated-children-uasc,Provide interim family-based care or other suitable interim alternative care arrangements to Unaccompanied and Separated Children (UASC)
hrp-2023-capacity-building,conduct-capacity-building-training-to-child-protection-workers-and-staff-from-other-sectors-on-the-norms-and-standards-of-child-protection-and-to-adopt-new-tools-and-working-modalities-including-pss-caring-for-child-survivors-ccs-of-sgbv-case-management-psychological-first-aid-pfa-social-worker-case-worker-teachers-health-workers-authorities-staff-members,"Conduct capacity building training to child protection workers and staff from other sectors on the norms and standards of child protection and to adopt new tools and working modalities, including PSS, Caring for Child Survivors (CCS) of SGBV Case Management, Psychological First Aid (PFA),  (social worker, case worker, teachers, health workers, authorities, staff members)"
hrp-2023-capacity-building,conduct-trainings-to-humanitarian-workers-including-social-workers-and-community-volunteers-on-cp-minimum-standards-and-other-specialized-cp-services,Conduct trainings to humanitarian workers including social workers and community volunteers on CP Minimum standards and other specialized CP services
hrp-2023-case-management,provide-economic-reintegration-assistance-to-children-and-youth-who-have-suffered-from-grave-child-rights-violations-including-former-caac-and-com-,Provide economic reintegration assistance to children and youth who have suffered from grave child rights violations (including former CAAC and CoM )
hrp-2023-case-management,provide-education-reintegration-assistance-to-children-and-youth-who-have-suffered-from-grave-child-rights-violations-including-former-caac-and-com-,Provide education reintegration assistance to children and youth who have suffered from grave child rights violations (including former CAAC and CoM )
hrp-2023-case-management,provide-social-reintegration-and-life-skills-assistance-to-children-and-youth-who-have-suffered-from-grave-child-rights-violations-including-former-caac-and-com,Provide social reintegration and life skills assistance to children and youth who have suffered from grave child rights violations (including former CAAC and CoM)
hrp-2023-case-management,identify-register-refer-children-to-access-services-and-follow-up-of-case-management-services-in-line-with-the-afghanistan-sop-for-case-management-child-labour-child-marriage,"Identify, register, refer children to access services and  follow up of case management services in line with the Afghanistan SOP for Case Management ( child labour, child marriage,"
hrp-2023-case-management,provided-cash-as-a-component-of-the-case-management-services,Provided cash as a component of the Case Management services
hrp-2023-psychosocial-distress-and-mental-disorders,provide-structured-pss-child-friendly-spaces-adolescent-friendly-centers-adolescent-social-hubs-girls-friendly-facilities-at-homes-and-commuities,"Provide structured PSS (Child Friendly Spaces, adolescent friendly centers (Adolescent Social Hubs & Girls Friendly facilities) at homes and commuities"
hrp-2023-psychosocial-distress-and-mental-disorders,referral-to-specialized-services-mental-heath,Referral to specialized services â€“Mental Heath
hrp-2023-psychosocial-distress-and-mental-disorders,reach-community-members-with-messaging-through-mass-media-sessions-tv-radio-social-media,"Reach community members with messaging through mass media sessions (TV, radio, social media)"
hrp-2023-psychosocial-distress-and-mental-disorders,provide-information-on-wellbeing-messaging-to-support-their-childrens-psychosocial-wellbeing,Provide  information on wellbeing messaging to support their children's psychosocial wellbeing.
hrp-2023-unaccompanied-and-separated-children,provide-family-tracing-and-reunification-ftr-services-to-unaccompanied-and-separated-children-uasc,Provide Family Tracing and Reunification (FTR) services to Unaccompanied and Separated Children (UASC)
